state_code,station_id,direction,lanes,n_lane_hour_records,total_volume,max_hourly_lane_volume,direction_label,county_code,latitude,longitude,route,location_text,source_file,state_name,county_name,has_coordinates
24,0P0013,1,0,24,884600,88900,northbound,005,39.472993,-76.640244,45,MD 45 - .14 Mile South of Warren Rd (ATR#13),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0013,5,0,24,893600,89100,southbound,005,39.472993,-76.640244,45,MD 45 - .14 Mile South of Warren Rd (ATR#13),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0015,1,0,24,288500,27200,northbound,029,39.357165,-75.877741,213,MD 213 - .12 Mile South of Georgetown Cemetery Rd,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 029,True
24,0P0015,5,0,24,233500,20000,southbound,029,39.357165,-75.877741,213,MD 213 - .12 Mile South of Georgetown Cemetery Rd,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 029,True
24,0P0017,3,0,24,1161500,99800,eastbound,045,38.385617,-75.358354,50,US 50 - .25 Mile West of MD 354 (ATR#17),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 045,True
24,0P0017,7,0,24,1026108,99000,westbound,045,38.385617,-75.358354,50,US 50 - .25 Mile West of MD 354 (ATR#17),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 045,True
24,0P0019,3,0,24,1181100,94700,eastbound,043,39.326407,-77.706219,340,US 340 - 50ft East of Potomac River Bridge (ATR#19,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 043,True
24,0P0019,7,0,24,1018500,87100,westbound,043,39.326407,-77.706219,340,US 340 - 50ft East of Potomac River Bridge (ATR#19,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 043,True
24,0P0021,3,0,24,1098826,96802,eastbound,021,39.47172,-77.528251,70,IS 70 - 2.79 Miles East of MD 17 (ATR#21),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 021,True
24,0P0021,7,0,24,1179521,94601,westbound,021,39.47172,-77.528251,70,IS 70 - 2.79 Miles East of MD 17 (ATR#21),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 021,True
24,0P0022,3,0,24,831506,99900,eastbound,041,38.871176,-76.061251,50,US 50 - .06 Mile East of Longwoods Rd (ATR#22),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 041,True
24,0P0022,7,0,24,775415,90900,westbound,041,38.871176,-76.061251,50,US 50 - .06 Mile East of Longwoods Rd (ATR#22),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 041,True
24,0P0024,3,0,24,937125,98701,eastbound,003,38.955895,-76.678984,595,US 50/IS 595 - 1.34 Miles West of MD 424 (ATR#24),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0024,7,0,24,1057630,95302,westbound,003,38.955895,-76.678984,595,US 50/IS 595 - 1.34 Miles West of MD 424 (ATR#24),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0025,1,0,24,1376735,99902,northbound,003,39.161077,-76.73981,295,MD 295(NB) - .81 South of MD 100 (ATR#25 Includes,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0025,5,0,24,1283632,96202,southbound,003,39.161077,-76.73981,295,MD 295(NB) - .81 South of MD 100 (ATR#25 Includes,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0026,3,0,24,456300,43700,eastbound,001,39.642697,-78.876868,40,US 40AL - .62 Mile East of MD 55 (ATR#26),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 001,True
24,0P0026,7,0,24,466500,45800,westbound,001,39.642697,-78.876868,40,US 40AL - .62 Mile East of MD 55 (ATR#26),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 001,True
24,0P0027,1,0,24,1063616,99802,northbound,005,39.540815,-76.666332,83,IS 83 - .50 mile South of Belfast Rd (ATR#27),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0027,5,0,24,1008918,98701,southbound,005,39.540815,-76.666332,83,IS 83 - .50 mile South of Belfast Rd (ATR#27),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0028,1,0,24,988500,93600,northbound,,,,,,,,Maryland county nan,False
24,0P0028,5,0,24,1020300,94700,southbound,,,,,,,,Maryland county nan,False
24,0P0036,3,0,24,950400,89800,eastbound,011,38.921862,-75.944515,404,MD 404 - .065 Mile West of Cemetery Rd(ATR#36),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 011,True
24,0P0036,7,0,24,966209,99400,westbound,011,38.921862,-75.944515,404,MD 404 - .065 Mile West of Cemetery Rd(ATR#36),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 011,True
24,0P0037,1,0,24,806004,97800,northbound,047,38.013839,-75.543754,13,US 13 - .10 Mile North of Bunting Rd (ATR#37),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0037,5,0,24,1085400,88900,southbound,047,38.013839,-75.543754,13,US 13 - .10 Mile North of Bunting Rd (ATR#37),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0038,3,0,24,1136319,97701,eastbound,003,39.140735,-76.626754,100,.45 MI W OF OAKWOOD RD,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0038,7,0,24,1052424,94401,westbound,003,39.140735,-76.626754,100,.45 MI W OF OAKWOOD RD,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0039,1,0,24,1308078,99704,northbound,027,39.190536,-76.773374,95,IS 95 - .08 Mile South of MD 103 (ATR#39),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 027,True
24,0P0039,5,0,24,1075782,98801,southbound,027,39.190536,-76.773374,95,IS 95 - .08 Mile South of MD 103 (ATR#39),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 027,True
24,0P0040,3,0,24,991403,94702,eastbound,031,38.981418,-77.172357,495,IS 495 - 50ft East of Persimmon Tree Rd Overpass (,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0040,7,0,24,1154400,87205,westbound,031,38.981418,-77.172357,495,IS 495 - 50ft East of Persimmon Tree Rd Overpass (,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0041,3,0,24,1341488,95906,eastbound,031,39.018199,-76.991452,495,IS 495 - .82 Mile West of MD 650 (ATR#41),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0041,7,0,24,1284189,99300,westbound,031,39.018199,-76.991452,495,IS 495 - .82 Mile West of MD 650 (ATR#41),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0043,1,0,24,1297389,90806,northbound,033,38.87784,-76.843628,95,IS 95 - 1.02 Miles South of MD 214 (ATR#43),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0043,5,0,24,1307487,97505,southbound,033,38.87784,-76.843628,95,IS 95 - 1.02 Miles South of MD 214 (ATR#43),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0044,3,0,24,685008,94600,eastbound,023,39.67763,-78.965161,68,IS 68(EB) - .50 Mile East of MD 546(ATR#44 Include,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 023,True
24,0P0044,7,0,24,755905,96400,westbound,023,39.67763,-78.965161,68,IS 68(EB) - .50 Mile East of MD 546(ATR#44 Include,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 023,True
24,0P0052,1,0,24,1135443,96600,northbound,005,39.428381,-76.63565,83,IS 83 - .64 Mile North of IS 695 (ATR#52),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0052,5,0,24,995444,82903,southbound,005,39.428381,-76.63565,83,IS 83 - .64 Mile North of IS 695 (ATR#52),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0053,3,0,24,1019532,91301,eastbound,005,39.307077,-76.766692,70,1.64 MI E OF HOWARD COUNTY LINE,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0053,7,0,24,974237,90001,westbound,005,39.307077,-76.766692,70,1.64 MI E OF HOWARD COUNTY LINE,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0054,1,0,24,1279453,96901,northbound,005,39.405909,-76.574641,695,IS 695 - .41 Mile North of Cromwell Bridge Rd (ATR,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0054,5,0,24,1211754,98703,southbound,005,39.405909,-76.574641,695,IS 695 - .41 Mile North of Cromwell Bridge Rd (ATR,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0055,1,0,24,1244288,94002,northbound,033,38.978863,-76.87407,95,IS 95 - .05 Mile North of Good Luck Rd (ATR#55),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0055,5,0,24,1119179,94200,southbound,033,38.978863,-76.87407,95,IS 95 - .05 Mile North of Good Luck Rd (ATR#55),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0058,1,0,24,595100,60400,northbound,015,39.492502,-75.84316,213,MD 213 - .49 Mile North of MD 310 (ATR#58),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 015,True
24,0P0058,5,0,24,403300,34800,southbound,015,39.492502,-75.84316,213,MD 213 - .49 Mile North of MD 310 (ATR#58),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 015,True
24,0P0059,1,0,24,848404,99700,northbound,039,38.266363,-75.661662,13,US 13 - .45 Mile North of Peggyneck Rd (ATR#59),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 039,True
24,0P0059,5,0,24,1077900,87000,southbound,039,38.266363,-75.661662,13,US 13 - .45 Mile North of Peggyneck Rd (ATR#59),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 039,True
24,0P0060,1,0,24,1135370,99804,northbound,031,39.168932,-77.242771,270,IS 270 - .47 Mile South of Middlebrook Rd (ATR#60),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0060,5,0,24,1172570,98705,southbound,031,39.168932,-77.242771,270,IS 270 - .47 Mile South of Middlebrook Rd (ATR#60),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Montgomery County,True
24,0P0061,3,0,24,1238224,99601,eastbound,033,38.921799,-76.905895,50,US 50 - .75 Mile West of MD 202 (ATR#61),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0061,7,0,24,964226,95401,westbound,033,38.921799,-76.905895,50,US 50 - .75 Mile West of MD 202 (ATR#61),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0062,3,0,24,742900,61900,eastbound,047,38.347881,-75.231491,50,US 50 - .73 Mile West of MD 818 (ATR#62),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0062,7,0,24,1096600,96900,westbound,047,38.347881,-75.231491,50,US 50 - .73 Mile West of MD 818 (ATR#62),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0063,3,0,24,406300,35400,eastbound,047,38.373521,-75.252829,90,MD 90 - 100ft West of MD 346 (ATR#63),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0063,7,0,24,679800,66000,westbound,047,38.373521,-75.252829,90,MD 90 - 100ft West of MD 346 (ATR#63),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0066,1,0,24,1056107,92001,northbound,003,39.209056,-76.694849,195,IS 195 - .59 Mile North of MD 295 (ATR#66),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0066,5,0,24,890810,85401,southbound,003,39.209056,-76.694849,195,IS 195 - .59 Mile North of MD 295 (ATR#66),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 003,True
24,0P0068,1,0,24,842300,70700,northbound,021,39.329381,-77.510505,15,US 15 - 1.16 Miles North of Basford Rd (ATR#68),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 021,True
24,0P0068,5,0,24,870500,80700,southbound,021,39.329381,-77.510505,15,US 15 - 1.16 Miles North of Basford Rd (ATR#68),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 021,True
24,0P0069,1,0,24,1190023,99002,northbound,027,39.166032,-76.837719,32,MD 32 - .78 Mile North of IS 95 (ATR#69),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 027,True
24,0P0069,5,0,24,1126124,96001,southbound,027,39.166032,-76.837719,32,MD 32 - .78 Mile North of IS 95 (ATR#69),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 027,True
24,0P0070,3,0,24,910709,94801,eastbound,001,39.66847,-78.734718,68,IS 68 - .15 Mile East of Structure #1081 Hillcrest,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 001,True
24,0P0070,7,0,24,761209,90900,westbound,001,39.66847,-78.734718,68,IS 68 - .15 Mile East of Structure #1081 Hillcrest,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 001,True
24,0P0071,1,0,24,1313564,90305,northbound,005,39.239529,-76.699033,95,IS 95 - .65 Mile North of IS 1,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0071,5,0,48,2228456,96301,southbound,005,39.239529,-76.699033,95,IS 95 - .65 Mile North of IS 1,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0074,1,0,24,864900,79300,northbound,005,39.281807,-76.483816,695,MD 695 - 50ft South of Trappe Rd (ATR#74),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0074,5,0,24,974200,84700,southbound,005,39.281807,-76.483816,695,MD 695 - 50ft South of Trappe Rd (ATR#74),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0076,1,0,24,976028,98201,northbound,005,39.385355,-76.662409,83,IS 83 - .04 Mile North of Old Pimlico Rd (ATR#76),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0076,5,0,24,1009726,90800,southbound,005,39.385355,-76.662409,83,IS 83 - .04 Mile North of Old Pimlico Rd (ATR#76),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0077,1,0,24,1096545,93300,northbound,005,39.238874,-76.668331,695,IS 695 - .15 Mile North of Hollins Ferry Rd (ATR#7,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0077,5,0,24,1274039,97003,southbound,005,39.238874,-76.668331,695,IS 695 - .15 Mile North of Hollins Ferry Rd (ATR#7,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0080,1,0,24,1121201,95801,northbound,017,38.606685,-76.874602,5,MD 5 - .10 Mile South of Renner Rd (ATR#80),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 017,True
24,0P0080,5,0,24,1093800,90200,southbound,017,38.606685,-76.874602,5,MD 5 - .10 Mile South of Renner Rd (ATR#80),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 017,True
24,0P0083,3,0,24,167100,13300,eastbound,047,38.396505,-75.30684,610,MD 610 - .30 Mile North of MD 346 (ATR#83),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0083,7,0,24,185300,16200,westbound,047,38.396505,-75.30684,610,MD 610 - .30 Mile North of MD 346 (ATR#83),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 047,True
24,0P0084,1,0,24,136800,11900,northbound,011,39.065442,-75.850699,313,MD 313 - .22 Mile South of Queen Anne's County Lin,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 011,True
24,0P0084,5,0,24,117300,10100,southbound,011,39.065442,-75.850699,313,MD 313 - .22 Mile South of Queen Anne's County Lin,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 011,True
24,0P0085,3,0,24,352500,33800,eastbound,005,39.703194,-76.635416,439,MD 439 - .44 Mile East of IS 83 (ATR#85),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0085,7,0,24,343800,28600,westbound,005,39.703194,-76.635416,439,MD 439 - .44 Mile East of IS 83 (ATR#85),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0086,1,0,24,194100,17400,northbound,017,38.349416,-76.931677,257,MD 257 - .40 Mile South of Morgantown Rd (ATR#86),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 017,True
24,0P0086,5,0,24,203900,17100,southbound,017,38.349416,-76.931677,257,MD 257 - .40 Mile South of Morgantown Rd (ATR#86),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 017,True
24,0P0087,1,0,24,148000,15400,northbound,037,38.101803,-76.365215,5,MD 5 - .20 Mile North of Fresh Pond Neck Rd (ATR#8,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 037,True
24,0P0087,5,0,24,134200,11000,southbound,037,38.101803,-76.365215,5,MD 5 - .20 Mile North of Fresh Pond Neck Rd (ATR#8,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 037,True
24,0P0088,3,0,24,254500,21900,eastbound,015,39.655625,-75.809562,277,MD 277 - .10 Mile East of Oakridge Ct (ATR#88),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 015,True
24,0P0088,7,0,24,255400,24500,westbound,015,39.655625,-75.809562,277,MD 277 - .10 Mile East of Oakridge Ct (ATR#88),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 015,True
24,0P0089,1,0,24,287400,20600,northbound,033,38.952448,-76.812699,953,MD 953 - .10 Mile North of Atwell Ave (ATR#89),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0089,5,0,24,290000,23500,southbound,033,38.952448,-76.812699,953,MD 953 - .10 Mile North of Atwell Ave (ATR#89),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Prince George's County,True
24,0P0090,1,0,24,274200,26300,northbound,005,39.408619,-76.729504,129,MD 129 - .18 Mile South of MD 130 (ATR#90),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
24,0P0090,5,0,24,288900,28000,southbound,005,39.408619,-76.729504,129,MD 129 - .18 Mile South of MD 130 (ATR#90),Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Maryland,Maryland county 005,True
51,010009,3,0,24,1968,181,eastbound,,,,,,,,,False
51,010009,7,0,24,1957,189,westbound,,,,,,,,,False
51,010071,1,0,24,795,84,northbound,077,36.66764,-81.19685,00000021,0.1 N Rte I-81,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,077,True
51,010071,5,0,24,860,77,southbound,077,36.66764,-81.19685,00000021,0.1 N Rte I-81,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,077,True
51,010157,1,0,24,4014,385,northbound,167,36.96707,-81.91519,00000019,Between SR 80 and Tazewell County Line,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,167,True
51,010157,5,0,24,3377,315,southbound,167,36.96707,-81.91519,00000019,Between SR 80 and Tazewell County Line,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,167,True
51,010181,1,0,24,23028,2019,northbound,191,36.69825,-81.98507,00000081,1.45 Mi N RAMP TO SR 140,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,191,True
51,010187,1,0,24,24416,2209,northbound,197,36.94626,-80.91012,00000081,I-81 South Shoulder @ MM 82.4,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,197,True
51,010189,1,0,48,60235,2774,northbound,197,36.9545,-81.0555,00000081,I-81/77 North Shoulder @ MM 73.50,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,197,True
51,010281,3,0,24,4160,400,eastbound,,,,,,,,,False
51,010281,7,0,24,4180,355,westbound,,,,,,,,,False
51,010332,1,0,24,18743,1652,northbound,173,36.8227,-81.5337,00000081,@ beginning of Exit 44 ramp,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,173,True
51,010346,1,0,24,4776,484,northbound,185,37.22543,-81.33002,00000019,.30 N RT 1520,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,185,True
51,010346,5,0,24,4185,362,southbound,185,37.22543,-81.33002,00000019,.30 N RT 1520,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt,Virginia,185,True
51,010383,1,0,24,2913,312,northbound,,,,,,,,,False
