link_id,volume
osm_100023902_1,34.00000000
osm_100023902_2,34.00000000
osm_100023902_3,34.00000000
osm_100023902_4,34.00000000
osm_100023941_1,34.00000000
osm_100034477_1,574.00000000
osm_100034477_2,574.00000000
osm_100034477_3,574.00000000
osm_100034477_4,574.00000000
osm_100034477_5,574.00000000
osm_100034477_6,574.00000000
osm_100034477_7,574.00000000
osm_100034477_8,574.00000000
osm_100034477_9,574.00000000
osm_100034478_1,586.00000000
osm_100034478_10,586.00000000
osm_100034478_11,586.00000000
osm_100034478_12,586.00000000
osm_100034478_13,586.00000000
osm_100034478_14,586.00000000
osm_100034478_15,586.00000000
osm_100034478_16,586.00000000
osm_100034478_17,586.00000000
osm_100034478_18,586.00000000
osm_100034478_19,586.00000000
osm_100034478_2,586.00000000
osm_100034478_3,586.00000000
osm_100034478_4,586.00000000
osm_100034478_5,586.00000000
osm_100034478_6,586.00000000
osm_100034478_7,586.00000000
osm_100034478_8,586.00000000
osm_100034478_9,586.00000000
osm_100034484_1,12.00000000
osm_100034484_2,12.00000000
osm_100034484_3,12.00000000
osm_100034484_4,12.00000000
osm_100034484_5,12.00000000
osm_100034484_6,12.00000000
osm_100035601_1,24.00000000
osm_100035601_2,24.00000000
osm_100035601_3,24.00000000
osm_100035601_4,24.00000000
osm_100035601_5,24.00000000
osm_100035601_6,24.00000000
osm_100035601_7,24.00000000
osm_100035601_8,24.00000000
osm_100035601_9,24.00000000
osm_100041125_1,162.00000000
osm_100041125_2,162.00000000
osm_100041125_3,162.00000000
osm_100041125_4,162.00000000
osm_100041125_5,162.00000000
osm_100041125_6,162.00000000
osm_100041125_7,162.00000000
osm_100041125_8,162.00000000
osm_100041128_1,28.00000000
osm_100041128_2,28.00000000
osm_100041128_3,28.00000000
osm_100041128_4,28.00000000
osm_100041141_10,42.00000000
osm_100041141_11,42.00000000
osm_100041141_5,42.00000000
osm_100041141_6,42.00000000
osm_100041141_7,42.00000000
osm_100041141_8,42.00000000
osm_100041141_9,42.00000000
osm_100041157_1,42.00000000
osm_100041157_2,42.00000000
osm_100041157_3,42.00000000
osm_100041166_1,18.00000000
osm_100041166_2,18.00000000
osm_1000423134_1,66.00000000
osm_1000423134_10,66.00000000
osm_1000423134_2,66.00000000
osm_1000423134_3,66.00000000
osm_1000423134_4,66.00000000
osm_1000423134_5,66.00000000
osm_1000423134_6,66.00000000
osm_1000423134_7,66.00000000
osm_1000423134_8,66.00000000
osm_1000423134_9,66.00000000
osm_1000423135_1,352.00000000
osm_1000423135_2,352.00000000
osm_1000423138_1,120.00000000
osm_1000423138_2,120.00000000
osm_1000423139_1,429.00000000
osm_1000423139_2,429.00000000
osm_1000430137_1,217.00000000
osm_1000430137_2,217.00000000
osm_1000430137_3,217.00000000
osm_1000430137_4,217.00000000
osm_1000430140_1,217.00000000
osm_1000430140_2,217.00000000
osm_1000430140_3,217.00000000
osm_1000430140_4,217.00000000
osm_1000430140_5,217.00000000
osm_1000430140_6,217.00000000
osm_1000430140_7,217.00000000
